timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/02/25 12:40:59.993, 41 %, 41 %, 15949 MiB
2025/02/25 12:41:00.993, 45 %, 45 %, 16013 MiB
2025/02/25 12:41:00.994, 45 %, 46 %, 15949 MiB
2025/02/25 12:41:01.994, 41 %, 42 %, 16013 MiB
2025/02/25 12:41:01.995, 43 %, 44 %, 15949 MiB
2025/02/25 12:41:02.996, 45 %, 45 %, 16013 MiB
2025/02/25 12:41:02.997, 46 %, 47 %, 15949 MiB
2025/02/25 12:41:03.998, 17 %, 15 %, 16013 MiB
2025/02/25 12:41:03.999, 17 %, 15 %, 15949 MiB
2025/02/25 12:41:05.000, 19 %, 18 %, 16013 MiB
2025/02/25 12:41:05.012, 18 %, 17 %, 15949 MiB
2025/02/25 12:41:06.012, 25 %, 22 %, 16013 MiB
2025/02/25 12:41:06.013, 25 %, 23 %, 15949 MiB
2025/02/25 12:41:07.013, 25 %, 23 %, 16013 MiB
2025/02/25 12:41:07.014, 26 %, 23 %, 15949 MiB
2025/02/25 12:41:08.015, 30 %, 26 %, 16013 MiB
2025/02/25 12:41:08.015, 29 %, 26 %, 15949 MiB
2025/02/25 12:41:09.016, 28 %, 25 %, 16013 MiB
2025/02/25 12:41:09.017, 28 %, 25 %, 15949 MiB
2025/02/25 12:41:10.018, 28 %, 25 %, 16013 MiB
2025/02/25 12:41:10.019, 28 %, 25 %, 15949 MiB
2025/02/25 12:41:11.019, 27 %, 24 %, 16013 MiB
2025/02/25 12:41:11.021, 28 %, 25 %, 15949 MiB
2025/02/25 12:41:12.021, 30 %, 26 %, 16013 MiB
2025/02/25 12:41:12.022, 30 %, 27 %, 15949 MiB
2025/02/25 12:41:13.023, 32 %, 28 %, 16013 MiB
2025/02/25 12:41:13.023, 34 %, 30 %, 15949 MiB
2025/02/25 12:41:14.024, 33 %, 29 %, 16013 MiB
2025/02/25 12:41:14.024, 33 %, 30 %, 15949 MiB
2025/02/25 12:41:15.025, 30 %, 26 %, 16013 MiB
2025/02/25 12:41:15.026, 30 %, 27 %, 15949 MiB
2025/02/25 12:41:16.026, 30 %, 27 %, 16013 MiB
2025/02/25 12:41:16.027, 31 %, 29 %, 15949 MiB
2025/02/25 12:41:17.028, 30 %, 27 %, 16013 MiB
2025/02/25 12:41:17.028, 31 %, 28 %, 15949 MiB
2025/02/25 12:41:18.029, 35 %, 32 %, 16013 MiB
2025/02/25 12:41:18.029, 35 %, 32 %, 15949 MiB
2025/02/25 12:41:19.030, 31 %, 28 %, 16013 MiB
2025/02/25 12:41:19.031, 31 %, 29 %, 15949 MiB
2025/02/25 12:41:20.032, 31 %, 29 %, 16013 MiB
2025/02/25 12:41:20.033, 32 %, 30 %, 15949 MiB
2025/02/25 12:41:21.034, 33 %, 31 %, 16013 MiB
2025/02/25 12:41:21.035, 35 %, 33 %, 15949 MiB
2025/02/25 12:41:22.036, 39 %, 36 %, 16013 MiB
2025/02/25 12:41:22.037, 38 %, 36 %, 15949 MiB
2025/02/25 12:41:23.037, 33 %, 31 %, 16013 MiB
2025/02/25 12:41:23.038, 33 %, 31 %, 15949 MiB
2025/02/25 12:41:24.039, 38 %, 36 %, 16013 MiB
2025/02/25 12:41:24.039, 38 %, 36 %, 15949 MiB
2025/02/25 12:41:25.040, 36 %, 34 %, 16013 MiB
2025/02/25 12:41:25.041, 35 %, 33 %, 15949 MiB
2025/02/25 12:41:26.041, 34 %, 33 %, 16013 MiB
2025/02/25 12:41:26.042, 37 %, 35 %, 15949 MiB
2025/02/25 12:41:27.043, 36 %, 34 %, 16013 MiB
2025/02/25 12:41:27.043, 38 %, 37 %, 15949 MiB
2025/02/25 12:41:28.044, 36 %, 35 %, 16013 MiB
2025/02/25 12:41:28.045, 36 %, 35 %, 15949 MiB
2025/02/25 12:41:29.045, 38 %, 36 %, 16013 MiB
2025/02/25 12:41:29.046, 38 %, 37 %, 15949 MiB
2025/02/25 12:41:30.046, 38 %, 37 %, 16013 MiB
2025/02/25 12:41:30.047, 39 %, 39 %, 15949 MiB
2025/02/25 12:41:31.048, 39 %, 38 %, 16013 MiB
2025/02/25 12:41:31.049, 38 %, 37 %, 15949 MiB
2025/02/25 12:41:32.050, 38 %, 38 %, 16013 MiB
2025/02/25 12:41:32.051, 38 %, 38 %, 15949 MiB
2025/02/25 12:41:33.052, 37 %, 37 %, 16013 MiB
2025/02/25 12:41:33.053, 38 %, 38 %, 15949 MiB
2025/02/25 12:41:34.053, 38 %, 37 %, 16013 MiB
2025/02/25 12:41:34.054, 39 %, 39 %, 15949 MiB
2025/02/25 12:41:35.054, 40 %, 40 %, 16013 MiB
2025/02/25 12:41:35.055, 39 %, 39 %, 15949 MiB
2025/02/25 12:41:36.055, 39 %, 39 %, 16013 MiB
2025/02/25 12:41:36.056, 41 %, 41 %, 15949 MiB
2025/02/25 12:41:37.057, 39 %, 39 %, 16013 MiB
2025/02/25 12:41:37.057, 40 %, 40 %, 15949 MiB
2025/02/25 12:41:38.058, 40 %, 40 %, 16013 MiB
2025/02/25 12:41:38.059, 42 %, 42 %, 15949 MiB
2025/02/25 12:41:39.059, 43 %, 44 %, 16013 MiB
2025/02/25 12:41:39.060, 44 %, 45 %, 15949 MiB
2025/02/25 12:41:40.060, 46 %, 46 %, 16013 MiB
2025/02/25 12:41:40.061, 45 %, 46 %, 15949 MiB
2025/02/25 12:41:41.061, 42 %, 42 %, 16013 MiB
2025/02/25 12:41:41.062, 42 %, 42 %, 15949 MiB
2025/02/25 12:41:42.063, 46 %, 47 %, 16013 MiB
2025/02/25 12:41:42.064, 46 %, 47 %, 15949 MiB
2025/02/25 12:41:43.065, 37 %, 29 %, 16013 MiB
2025/02/25 12:41:43.066, 40 %, 33 %, 15949 MiB
2025/02/25 12:41:44.067, 24 %, 22 %, 16013 MiB
2025/02/25 12:41:44.068, 25 %, 23 %, 15949 MiB
2025/02/25 12:41:45.068, 24 %, 21 %, 16013 MiB
2025/02/25 12:41:45.069, 24 %, 22 %, 15949 MiB
2025/02/25 12:41:46.069, 26 %, 23 %, 16013 MiB
2025/02/25 12:41:46.070, 27 %, 24 %, 15949 MiB
2025/02/25 12:41:47.071, 29 %, 25 %, 16013 MiB
2025/02/25 12:41:47.071, 31 %, 27 %, 15949 MiB
2025/02/25 12:41:48.072, 29 %, 26 %, 16013 MiB
2025/02/25 12:41:48.072, 30 %, 27 %, 15949 MiB
2025/02/25 12:41:49.073, 28 %, 25 %, 16013 MiB
2025/02/25 12:41:49.074, 29 %, 26 %, 15949 MiB
2025/02/25 12:41:50.074, 29 %, 26 %, 16013 MiB
2025/02/25 12:41:50.075, 28 %, 26 %, 15949 MiB
2025/02/25 12:41:51.076, 27 %, 24 %, 16013 MiB
2025/02/25 12:41:51.076, 28 %, 25 %, 15949 MiB
2025/02/25 12:41:52.077, 24 %, 21 %, 16013 MiB
2025/02/25 12:41:52.077, 25 %, 22 %, 15949 MiB
2025/02/25 12:41:53.078, 30 %, 26 %, 16013 MiB
2025/02/25 12:41:53.079, 31 %, 28 %, 15949 MiB
2025/02/25 12:41:54.079, 30 %, 27 %, 16013 MiB
2025/02/25 12:41:54.080, 30 %, 27 %, 15949 MiB
2025/02/25 12:41:55.081, 34 %, 31 %, 16013 MiB
2025/02/25 12:41:55.082, 36 %, 33 %, 15949 MiB
2025/02/25 12:41:56.083, 30 %, 27 %, 16013 MiB
2025/02/25 12:41:56.084, 31 %, 28 %, 15949 MiB
2025/02/25 12:41:57.084, 35 %, 32 %, 16013 MiB
2025/02/25 12:41:57.085, 36 %, 33 %, 15949 MiB
2025/02/25 12:41:58.086, 35 %, 32 %, 16013 MiB
2025/02/25 12:41:58.086, 35 %, 32 %, 15949 MiB
2025/02/25 12:41:59.087, 36 %, 33 %, 16013 MiB
2025/02/25 12:41:59.088, 36 %, 33 %, 15949 MiB
2025/02/25 12:42:00.088, 32 %, 29 %, 16013 MiB
2025/02/25 12:42:00.089, 33 %, 31 %, 15949 MiB
2025/02/25 12:42:01.090, 27 %, 25 %, 16013 MiB
2025/02/25 12:42:01.090, 29 %, 27 %, 15949 MiB
2025/02/25 12:42:02.091, 26 %, 24 %, 16013 MiB
2025/02/25 12:42:02.092, 25 %, 23 %, 15949 MiB
2025/02/25 12:42:03.092, 24 %, 23 %, 16013 MiB
2025/02/25 12:42:03.093, 27 %, 25 %, 15949 MiB
2025/02/25 12:42:04.093, 24 %, 22 %, 16013 MiB
2025/02/25 12:42:04.094, 24 %, 23 %, 15949 MiB
2025/02/25 12:42:05.095, 26 %, 25 %, 16013 MiB
2025/02/25 12:42:05.096, 27 %, 26 %, 15949 MiB
2025/02/25 12:42:06.096, 23 %, 22 %, 16013 MiB
2025/02/25 12:42:06.098, 23 %, 22 %, 15949 MiB
2025/02/25 12:42:07.099, 30 %, 29 %, 16013 MiB
2025/02/25 12:42:07.100, 29 %, 28 %, 15949 MiB
2025/02/25 12:42:08.100, 36 %, 34 %, 16013 MiB
2025/02/25 12:42:08.101, 38 %, 37 %, 15949 MiB
2025/02/25 12:42:09.101, 40 %, 39 %, 16013 MiB
2025/02/25 12:42:09.102, 41 %, 40 %, 15949 MiB
2025/02/25 12:42:10.103, 38 %, 37 %, 16013 MiB
2025/02/25 12:42:10.103, 37 %, 37 %, 15949 MiB
2025/02/25 12:42:11.104, 38 %, 37 %, 16013 MiB
2025/02/25 12:42:11.105, 37 %, 37 %, 15949 MiB
2025/02/25 12:42:12.105, 37 %, 36 %, 16013 MiB
2025/02/25 12:42:12.106, 37 %, 37 %, 15949 MiB
2025/02/25 12:42:13.106, 37 %, 36 %, 16013 MiB
2025/02/25 12:42:13.107, 37 %, 37 %, 15949 MiB
2025/02/25 12:42:14.108, 37 %, 37 %, 16013 MiB
2025/02/25 12:42:14.108, 38 %, 38 %, 15949 MiB
2025/02/25 12:42:15.109, 38 %, 37 %, 16013 MiB
2025/02/25 12:42:15.109, 38 %, 38 %, 15949 MiB
2025/02/25 12:42:16.110, 46 %, 46 %, 16013 MiB
2025/02/25 12:42:16.111, 45 %, 45 %, 15949 MiB
2025/02/25 12:42:17.112, 44 %, 44 %, 16013 MiB
2025/02/25 12:42:17.113, 43 %, 43 %, 15949 MiB
2025/02/25 12:42:18.114, 47 %, 47 %, 16013 MiB
2025/02/25 12:42:18.115, 46 %, 46 %, 15949 MiB
2025/02/25 12:42:19.116, 42 %, 42 %, 16013 MiB
2025/02/25 12:42:19.116, 43 %, 43 %, 15949 MiB
2025/02/25 12:42:20.117, 46 %, 46 %, 16013 MiB
2025/02/25 12:42:20.117, 47 %, 47 %, 15949 MiB
2025/02/25 12:42:21.118, 41 %, 41 %, 16013 MiB
2025/02/25 12:42:21.119, 41 %, 42 %, 15949 MiB
2025/02/25 12:42:22.119, 45 %, 45 %, 16013 MiB
2025/02/25 12:42:22.120, 44 %, 45 %, 15949 MiB
2025/02/25 12:42:23.121, 44 %, 45 %, 16013 MiB
2025/02/25 12:42:23.121, 47 %, 47 %, 15949 MiB
2025/02/25 12:42:24.122, 24 %, 22 %, 16013 MiB
2025/02/25 12:42:24.122, 34 %, 24 %, 15949 MiB
2025/02/25 12:42:25.123, 25 %, 23 %, 16013 MiB
2025/02/25 12:42:25.124, 25 %, 23 %, 15949 MiB
2025/02/25 12:42:26.124, 29 %, 26 %, 16013 MiB
2025/02/25 12:42:26.125, 30 %, 27 %, 15949 MiB
2025/02/25 12:42:27.125, 29 %, 26 %, 16013 MiB
2025/02/25 12:42:27.126, 31 %, 28 %, 15949 MiB
2025/02/25 12:42:28.127, 26 %, 23 %, 16013 MiB
2025/02/25 12:42:28.128, 28 %, 25 %, 15949 MiB
2025/02/25 12:42:29.129, 27 %, 24 %, 16013 MiB
2025/02/25 12:42:29.130, 27 %, 24 %, 15949 MiB
2025/02/25 12:42:30.131, 29 %, 26 %, 16013 MiB
2025/02/25 12:42:30.132, 29 %, 26 %, 15949 MiB
2025/02/25 12:42:31.132, 30 %, 26 %, 16013 MiB
2025/02/25 12:42:31.133, 30 %, 26 %, 15949 MiB
2025/02/25 12:42:32.133, 30 %, 26 %, 16013 MiB
2025/02/25 12:42:32.134, 29 %, 26 %, 15949 MiB
2025/02/25 12:42:33.135, 29 %, 26 %, 16013 MiB
2025/02/25 12:42:33.135, 31 %, 28 %, 15949 MiB
2025/02/25 12:42:34.136, 32 %, 29 %, 16013 MiB
2025/02/25 12:42:34.137, 31 %, 28 %, 15949 MiB
2025/02/25 12:42:35.137, 32 %, 29 %, 16013 MiB
2025/02/25 12:42:35.138, 31 %, 29 %, 15949 MiB
2025/02/25 12:42:36.138, 36 %, 32 %, 16013 MiB
2025/02/25 12:42:36.139, 35 %, 32 %, 15949 MiB
2025/02/25 12:42:37.140, 35 %, 32 %, 16013 MiB
2025/02/25 12:42:37.140, 35 %, 33 %, 15949 MiB
2025/02/25 12:42:38.141, 31 %, 28 %, 16013 MiB
2025/02/25 12:42:38.142, 36 %, 33 %, 15949 MiB
2025/02/25 12:42:39.152, 36 %, 33 %, 16013 MiB
2025/02/25 12:42:39.153, 33 %, 31 %, 15949 MiB
2025/02/25 12:42:40.153, 37 %, 34 %, 16013 MiB
2025/02/25 12:42:40.154, 35 %, 33 %, 15949 MiB
2025/02/25 12:42:41.154, 37 %, 35 %, 16013 MiB
2025/02/25 12:42:41.155, 35 %, 33 %, 15949 MiB
2025/02/25 12:42:42.156, 35 %, 32 %, 16013 MiB
2025/02/25 12:42:42.156, 35 %, 33 %, 15949 MiB
2025/02/25 12:42:43.157, 34 %, 32 %, 16013 MiB
2025/02/25 12:42:43.157, 34 %, 32 %, 15949 MiB
2025/02/25 12:42:44.158, 40 %, 38 %, 16013 MiB
2025/02/25 12:42:44.159, 36 %, 35 %, 15949 MiB
2025/02/25 12:42:45.159, 34 %, 33 %, 16013 MiB
2025/02/25 12:42:45.160, 37 %, 36 %, 15949 MiB
2025/02/25 12:42:46.161, 39 %, 37 %, 16013 MiB
2025/02/25 12:42:46.162, 37 %, 36 %, 15949 MiB
2025/02/25 12:42:47.162, 36 %, 35 %, 16013 MiB
2025/02/25 12:42:47.171, 37 %, 36 %, 15949 MiB
2025/02/25 12:42:48.172, 39 %, 38 %, 16013 MiB
2025/02/25 12:42:48.173, 41 %, 40 %, 15949 MiB
2025/02/25 12:42:49.173, 37 %, 37 %, 16013 MiB
2025/02/25 12:42:49.174, 39 %, 39 %, 15949 MiB
2025/02/25 12:42:50.174, 38 %, 38 %, 16013 MiB
2025/02/25 12:42:50.175, 37 %, 36 %, 15949 MiB
2025/02/25 12:42:51.175, 43 %, 43 %, 16013 MiB
2025/02/25 12:42:51.176, 42 %, 42 %, 15949 MiB
2025/02/25 12:42:52.177, 40 %, 39 %, 16013 MiB
2025/02/25 12:42:52.177, 41 %, 41 %, 15949 MiB
2025/02/25 12:42:53.178, 45 %, 45 %, 16013 MiB
2025/02/25 12:42:53.179, 45 %, 46 %, 15949 MiB
2025/02/25 12:42:54.180, 39 %, 39 %, 16013 MiB
2025/02/25 12:42:54.181, 40 %, 40 %, 15949 MiB
2025/02/25 12:42:55.182, 36 %, 36 %, 16013 MiB
2025/02/25 12:42:55.183, 36 %, 36 %, 15949 MiB
2025/02/25 12:42:56.183, 39 %, 39 %, 16013 MiB
2025/02/25 12:42:56.184, 40 %, 40 %, 15949 MiB
2025/02/25 12:42:57.185, 40 %, 40 %, 16013 MiB
2025/02/25 12:42:57.185, 40 %, 41 %, 15949 MiB
2025/02/25 12:42:58.186, 43 %, 43 %, 16013 MiB
2025/02/25 12:42:58.187, 42 %, 43 %, 15949 MiB
2025/02/25 12:42:59.187, 41 %, 41 %, 16013 MiB
2025/02/25 12:42:59.188, 41 %, 42 %, 15949 MiB
2025/02/25 12:43:00.188, 41 %, 42 %, 16013 MiB
2025/02/25 12:43:00.189, 41 %, 42 %, 15949 MiB
2025/02/25 12:43:01.190, 42 %, 42 %, 16013 MiB
2025/02/25 12:43:01.190, 42 %, 43 %, 15949 MiB
2025/02/25 12:43:02.191, 48 %, 49 %, 16013 MiB
2025/02/25 12:43:02.191, 47 %, 48 %, 15949 MiB
2025/02/25 12:43:03.192, 25 %, 23 %, 16013 MiB
2025/02/25 12:43:03.193, 26 %, 24 %, 15949 MiB
2025/02/25 12:43:04.194, 27 %, 24 %, 16013 MiB
2025/02/25 12:43:04.194, 27 %, 25 %, 15949 MiB
2025/02/25 12:43:05.195, 24 %, 21 %, 16013 MiB
2025/02/25 12:43:05.196, 26 %, 23 %, 15949 MiB
2025/02/25 12:43:06.197, 28 %, 25 %, 16013 MiB
2025/02/25 12:43:06.198, 29 %, 26 %, 15949 MiB
2025/02/25 12:43:07.198, 31 %, 28 %, 16013 MiB
2025/02/25 12:43:07.199, 31 %, 28 %, 15949 MiB
2025/02/25 12:43:08.200, 28 %, 25 %, 16013 MiB
2025/02/25 12:43:08.200, 30 %, 27 %, 15949 MiB
2025/02/25 12:43:09.201, 30 %, 27 %, 16013 MiB
2025/02/25 12:43:09.202, 32 %, 28 %, 15949 MiB
2025/02/25 12:43:10.202, 28 %, 24 %, 16013 MiB
2025/02/25 12:43:10.203, 29 %, 26 %, 15949 MiB
2025/02/25 12:43:11.204, 28 %, 25 %, 16013 MiB
2025/02/25 12:43:11.204, 29 %, 26 %, 15949 MiB
2025/02/25 12:43:12.205, 31 %, 27 %, 16013 MiB
2025/02/25 12:43:12.205, 29 %, 27 %, 15949 MiB
2025/02/25 12:43:13.206, 31 %, 28 %, 16013 MiB
2025/02/25 12:43:13.207, 30 %, 28 %, 15949 MiB
2025/02/25 12:43:14.207, 30 %, 27 %, 16013 MiB
2025/02/25 12:43:14.208, 33 %, 30 %, 15949 MiB
2025/02/25 12:43:15.209, 34 %, 31 %, 16013 MiB
2025/02/25 12:43:15.210, 35 %, 32 %, 15949 MiB
2025/02/25 12:43:16.211, 31 %, 28 %, 16013 MiB
2025/02/25 12:43:16.212, 31 %, 29 %, 15949 MiB
2025/02/25 12:43:17.213, 33 %, 30 %, 16013 MiB
2025/02/25 12:43:17.213, 32 %, 30 %, 15949 MiB
2025/02/25 12:43:18.214, 35 %, 32 %, 16013 MiB
2025/02/25 12:43:18.215, 37 %, 35 %, 15949 MiB
2025/02/25 12:43:19.216, 35 %, 32 %, 16013 MiB
2025/02/25 12:43:19.216, 34 %, 32 %, 15949 MiB
2025/02/25 12:43:20.217, 37 %, 35 %, 16013 MiB
2025/02/25 12:43:20.218, 36 %, 34 %, 15949 MiB
2025/02/25 12:43:21.218, 36 %, 34 %, 16013 MiB
2025/02/25 12:43:21.219, 36 %, 34 %, 15949 MiB
2025/02/25 12:43:22.219, 36 %, 34 %, 16013 MiB
2025/02/25 12:43:22.220, 39 %, 37 %, 15949 MiB
2025/02/25 12:43:23.221, 39 %, 37 %, 16013 MiB
2025/02/25 12:43:23.221, 38 %, 37 %, 15949 MiB
2025/02/25 12:43:24.222, 41 %, 39 %, 16013 MiB
2025/02/25 12:43:24.223, 42 %, 40 %, 15949 MiB
2025/02/25 12:43:25.223, 38 %, 37 %, 16013 MiB
2025/02/25 12:43:25.224, 38 %, 37 %, 15949 MiB
2025/02/25 12:43:26.225, 37 %, 36 %, 16013 MiB
2025/02/25 12:43:26.226, 36 %, 36 %, 15949 MiB
2025/02/25 12:43:27.227, 37 %, 36 %, 16013 MiB
2025/02/25 12:43:27.227, 37 %, 37 %, 15949 MiB
2025/02/25 12:43:28.228, 37 %, 36 %, 16013 MiB
2025/02/25 12:43:28.229, 38 %, 37 %, 15949 MiB
2025/02/25 12:43:29.230, 39 %, 38 %, 16013 MiB
2025/02/25 12:43:29.231, 38 %, 38 %, 15949 MiB
2025/02/25 12:43:30.232, 37 %, 37 %, 16013 MiB
2025/02/25 12:43:30.232, 37 %, 37 %, 15949 MiB
2025/02/25 12:43:31.233, 42 %, 42 %, 16013 MiB
2025/02/25 12:43:31.234, 44 %, 44 %, 15949 MiB
2025/02/25 12:43:32.234, 38 %, 38 %, 16013 MiB
2025/02/25 12:43:32.235, 40 %, 40 %, 15949 MiB
2025/02/25 12:43:33.235, 41 %, 41 %, 16013 MiB
2025/02/25 12:43:33.236, 42 %, 42 %, 15949 MiB
2025/02/25 12:43:34.237, 44 %, 44 %, 16013 MiB
2025/02/25 12:43:34.237, 42 %, 43 %, 15949 MiB
2025/02/25 12:43:35.238, 42 %, 42 %, 16013 MiB
2025/02/25 12:43:35.239, 45 %, 46 %, 15949 MiB
2025/02/25 12:43:36.239, 41 %, 41 %, 16013 MiB
2025/02/25 12:43:36.240, 42 %, 42 %, 15949 MiB
2025/02/25 12:43:37.241, 43 %, 43 %, 16013 MiB
2025/02/25 12:43:37.241, 44 %, 45 %, 15949 MiB
2025/02/25 12:43:38.242, 46 %, 46 %, 16013 MiB
2025/02/25 12:43:38.243, 45 %, 45 %, 15949 MiB
2025/02/25 12:43:39.244, 42 %, 42 %, 16013 MiB
2025/02/25 12:43:39.245, 42 %, 43 %, 15949 MiB
2025/02/25 12:43:40.246, 43 %, 43 %, 16013 MiB
2025/02/25 12:43:40.247, 42 %, 43 %, 15949 MiB
2025/02/25 12:43:41.247, 24 %, 22 %, 16013 MiB
2025/02/25 12:43:41.248, 24 %, 23 %, 15949 MiB
2025/02/25 12:43:42.249, 27 %, 25 %, 16013 MiB
2025/02/25 12:43:42.249, 27 %, 25 %, 15949 MiB
2025/02/25 12:43:43.250, 25 %, 23 %, 16013 MiB
2025/02/25 12:43:43.251, 27 %, 24 %, 15949 MiB
2025/02/25 12:43:44.251, 26 %, 23 %, 16013 MiB
2025/02/25 12:43:44.252, 26 %, 24 %, 15949 MiB
2025/02/25 12:43:45.253, 26 %, 23 %, 16013 MiB
2025/02/25 12:43:45.253, 27 %, 24 %, 15949 MiB
2025/02/25 12:43:46.254, 29 %, 25 %, 16013 MiB
2025/02/25 12:43:46.254, 28 %, 25 %, 15949 MiB
2025/02/25 12:43:47.255, 27 %, 24 %, 16013 MiB
2025/02/25 12:43:47.256, 29 %, 26 %, 15949 MiB
2025/02/25 12:43:48.256, 28 %, 24 %, 16013 MiB
2025/02/25 12:43:48.257, 28 %, 25 %, 15949 MiB
2025/02/25 12:43:49.258, 28 %, 25 %, 16013 MiB
2025/02/25 12:43:49.259, 30 %, 27 %, 15949 MiB
2025/02/25 12:43:50.260, 28 %, 25 %, 16013 MiB
2025/02/25 12:43:50.261, 29 %, 26 %, 15949 MiB
2025/02/25 12:43:51.262, 31 %, 27 %, 16013 MiB
2025/02/25 12:43:51.263, 32 %, 29 %, 15949 MiB
2025/02/25 12:43:52.264, 31 %, 28 %, 16013 MiB
2025/02/25 12:43:52.264, 34 %, 31 %, 15949 MiB
2025/02/25 12:43:53.265, 32 %, 29 %, 16013 MiB
2025/02/25 12:43:53.266, 32 %, 29 %, 15949 MiB
2025/02/25 12:43:54.266, 30 %, 27 %, 16013 MiB
2025/02/25 12:43:54.267, 32 %, 29 %, 15949 MiB
2025/02/25 12:43:55.267, 30 %, 28 %, 16013 MiB
2025/02/25 12:43:55.268, 32 %, 30 %, 15949 MiB
2025/02/25 12:43:56.269, 32 %, 29 %, 16013 MiB
2025/02/25 12:43:56.270, 33 %, 30 %, 15949 MiB
2025/02/25 12:43:57.270, 32 %, 29 %, 16013 MiB
2025/02/25 12:43:57.271, 32 %, 30 %, 15949 MiB
2025/02/25 12:43:58.271, 32 %, 30 %, 16013 MiB
2025/02/25 12:43:58.272, 33 %, 31 %, 15949 MiB
2025/02/25 12:43:59.273, 34 %, 31 %, 16013 MiB
2025/02/25 12:43:59.274, 33 %, 31 %, 15949 MiB
2025/02/25 12:44:00.274, 33 %, 31 %, 16013 MiB
2025/02/25 12:44:00.275, 33 %, 32 %, 15949 MiB
2025/02/25 12:44:01.276, 24 %, 22 %, 16013 MiB
2025/02/25 12:44:01.277, 25 %, 24 %, 15949 MiB
2025/02/25 12:44:02.278, 24 %, 23 %, 16013 MiB
2025/02/25 12:44:02.279, 25 %, 24 %, 15949 MiB
2025/02/25 12:44:03.279, 40 %, 38 %, 16013 MiB
2025/02/25 12:44:03.280, 38 %, 37 %, 15949 MiB
2025/02/25 12:44:04.281, 35 %, 34 %, 16013 MiB
2025/02/25 12:44:04.281, 35 %, 34 %, 15949 MiB
2025/02/25 12:44:05.282, 36 %, 35 %, 16013 MiB
2025/02/25 12:44:05.283, 36 %, 35 %, 15949 MiB
2025/02/25 12:44:06.283, 38 %, 36 %, 16013 MiB
2025/02/25 12:44:06.284, 36 %, 35 %, 15949 MiB
2025/02/25 12:44:07.284, 36 %, 35 %, 16013 MiB
2025/02/25 12:44:07.285, 37 %, 36 %, 15949 MiB
2025/02/25 12:44:08.286, 42 %, 41 %, 16013 MiB
2025/02/25 12:44:08.286, 40 %, 40 %, 15949 MiB
2025/02/25 12:44:09.287, 38 %, 38 %, 16013 MiB
2025/02/25 12:44:09.288, 40 %, 40 %, 15949 MiB
2025/02/25 12:44:10.288, 37 %, 37 %, 16013 MiB
2025/02/25 12:44:10.289, 38 %, 38 %, 15949 MiB
2025/02/25 12:44:11.290, 38 %, 37 %, 16013 MiB
2025/02/25 12:44:11.291, 38 %, 38 %, 15949 MiB
2025/02/25 12:44:12.292, 38 %, 38 %, 16013 MiB
2025/02/25 12:44:12.293, 39 %, 39 %, 15949 MiB
2025/02/25 12:44:13.293, 40 %, 40 %, 16013 MiB
2025/02/25 12:44:13.295, 41 %, 41 %, 15949 MiB
2025/02/25 12:44:14.295, 45 %, 45 %, 16013 MiB
2025/02/25 12:44:14.296, 44 %, 44 %, 15949 MiB
2025/02/25 12:44:15.296, 43 %, 43 %, 16013 MiB
2025/02/25 12:44:15.297, 45 %, 46 %, 15949 MiB
2025/02/25 12:44:16.298, 47 %, 47 %, 16013 MiB
2025/02/25 12:44:16.298, 47 %, 48 %, 15949 MiB
2025/02/25 12:44:17.299, 37 %, 37 %, 16013 MiB
2025/02/25 12:44:17.300, 37 %, 37 %, 15949 MiB
2025/02/25 12:44:18.300, 44 %, 44 %, 16013 MiB
2025/02/25 12:44:18.301, 46 %, 47 %, 15949 MiB
2025/02/25 12:44:19.302, 42 %, 42 %, 16013 MiB
2025/02/25 12:44:19.302, 43 %, 44 %, 15949 MiB
2025/02/25 12:44:20.303, 22 %, 20 %, 16013 MiB
2025/02/25 12:44:20.304, 23 %, 21 %, 15949 MiB
2025/02/25 12:44:21.304, 24 %, 22 %, 16013 MiB
2025/02/25 12:44:21.305, 30 %, 28 %, 15949 MiB
2025/02/25 12:44:22.317, 26 %, 23 %, 16013 MiB
2025/02/25 12:44:22.318, 26 %, 24 %, 15949 MiB
2025/02/25 12:44:23.318, 29 %, 26 %, 16013 MiB
2025/02/25 12:44:23.319, 27 %, 24 %, 15949 MiB
2025/02/25 12:44:24.320, 26 %, 23 %, 16013 MiB
2025/02/25 12:44:24.320, 28 %, 25 %, 15949 MiB
2025/02/25 12:44:25.321, 31 %, 27 %, 16013 MiB
2025/02/25 12:44:25.322, 30 %, 27 %, 15949 MiB
2025/02/25 12:44:26.322, 27 %, 24 %, 16013 MiB
2025/02/25 12:44:26.323, 29 %, 26 %, 15949 MiB
2025/02/25 12:44:27.324, 30 %, 26 %, 16013 MiB
2025/02/25 12:44:27.324, 33 %, 29 %, 15949 MiB
2025/02/25 12:44:28.325, 29 %, 26 %, 16013 MiB
2025/02/25 12:44:28.335, 32 %, 28 %, 15949 MiB
2025/02/25 12:44:29.336, 29 %, 25 %, 16013 MiB
2025/02/25 12:44:29.336, 29 %, 26 %, 15949 MiB
2025/02/25 12:44:30.337, 29 %, 26 %, 16013 MiB
2025/02/25 12:44:30.337, 30 %, 27 %, 15949 MiB
2025/02/25 12:44:31.338, 29 %, 26 %, 16013 MiB
2025/02/25 12:44:31.352, 30 %, 27 %, 15949 MiB
